place,year,mass_g,longitude,latitude,fell_found
LEW 88435,1988,6.6,161.38357,-84.24917,Found
PCA 91469,1991,6.6,-68.5441,-85.65685,Found
RKP 92420,1992,6.6,158.37771,-76.23184,Found
QUE 93310,1993,6.6,162.49988,-84.57346,Found
QUE 93268,1993,6.6,162.24312,-84.5913,Found
QUE 94489,1994,6.6,168,-84,Found
QUE 94545,1994,6.6,168,-84,Found
LEW 86381,1986,6.6,161.48118,-84.25524,Found
LEW 88371,1988,6.6,161.45625,-84.2393,Found
LEW 88142,1988,6.6,161.40545,-84.2455,Found
LEW 93863,1993,6.6,161.40762,-84.27204,Found
FRO 01005,2001,6.6,160.50889,-72.95167,Found
EET 90261,1990,6.6,156.48414,-76.27359,Found
LEW 88467,1988,6.6,161.28768,-84.29766,Found
LEW 88733,1988,6.6,161.55373,-84.22997,Found
QUE 93627,1993,6.6,168,-84,Found
LEW 86429,1986,6.6,161.40453,-84.25477,Found
EET 90233,1990,6.6,156.47906,-76.28817,Found
EET 90527,1990,6.6,156.4592,-76.28159,Found
PCA 91468,1991,6.6,-68.54666,-85.66251,Found
EET 92108,1992,6.6,156.12381,-76.03725,Found
QUE 94367,1994,6.6,168,-84,Found
MET 00705,2000,6.6,159.75,-79.68333,Found
Y-790648,1979,6.6,35.66667,-71.5,Found
QUE 97257,1997,6.6,168,-84,Found
QUE 97389,1997,6.6,168,-84,Found
QUE 97655,1997,6.6,168,-84,Found
QUE 97791,1997,6.6,168,-84,Found
QUE 971013,1997,6.6,168,-84,Found
QUE 971014,1997,6.6,168,-84,Found
QUE 99665,1999,6.6,168,-84,Found
MET 001046,2000,6.6,159.75,-79.68333,Found
LEW 88658,1988,6.6,161.3692,-84.27076,Found
QUE 94638,1994,6.6,168,-84,Found
MET 00668,2000,6.6,159.75,-79.68333,Found
QUE 94639,1994,6.6,168,-84,Found
Y-792113,1979,6.6,35.66667,-71.5,Found
A-880400,1988,6.6,26,-72,Found
A-881700,1988,6.6,26,-72,Found
Y-793446,1979,6.59,35.66667,-71.5,Found
GRV 022914,2003,6.59,75.319444,-72.775,Found
Y-74093,1974,6.59,35.66667,-71.5,Found
GRV 022137,2003,6.59,75.313611,-72.778889,Found
GRV 022781,2003,6.58,75.330833,-72.775,Found
A-881788,1988,6.58,26,-72,Found
Y-86107,1986,6.57,35.66667,-71.5,Found
Y-74129,1974,6.57,35.66667,-71.5,Found
Y-790644,1979,6.57,35.66667,-71.5,Found
A-880331,1988,6.57,26,-72,Found
A-881779,1988,6.57,26,-72,Found
Y-86700,1986,6.56,35.66667,-71.5,Found
Y-791035,1979,6.56,35.66667,-71.5,Found
Y-790085,1979,6.55,35.66667,-71.5,Found
Y-86205,1986,6.55,35.66667,-71.5,Found
Y-74508,1974,6.55,35.66667,0,Found
RdDL 025,2003,6.55,-114.04338,35.67947,Found
Y-81118,1981,6.55,35.66667,-71.5,Found
GRV 021635,2003,6.55,75.298889,-72.784722,Found
GRV 020061,2003,6.55,75.22778,-72.99917,Found
Y-790159,1979,6.55,35.66667,-71.5,Found
Y-793434,1979,6.54,35.66667,-71.5,Found
Y-791253,1979,6.54,35.66667,-71.5,Found
Y-74218,1974,6.54,35.66667,-71.5,Found
ALHA78022,1977,6.54,159.66667,-76.71667,Found
Y-86730,1986,6.54,35.66667,-71.5,Found
Y-792106,1979,6.54,35.66667,-71.5,Found
Y-86648,1986,6.54,35.66667,-71.5,Found
A-880824,1988,6.54,26,-72,Found
Y-792675,1979,6.53,35.66667,-71.5,Found
Y-86106,1986,6.53,35.66667,-71.5,Found
Y-86210,1986,6.53,35.66667,-71.5,Found
Y-792577,1979,6.53,35.66667,-71.5,Found
Y-81128,1981,6.53,35.66667,-71.5,Found
RhDL 006,2001,6.53,-115.34703,35.68345,Found
Y-86098,1986,6.52,35.66667,-71.5,Found
Y-86353,1986,6.52,35.66667,-71.5,Found
Y-793461,1979,6.52,35.66667,-71.5,Found
Y-81102,1981,6.52,35.66667,-71.5,Found
GRV 050405,2006,6.51,75.18528,-72.99528,Found
GRV 021605,2003,6.51,75.225556,-72.962778,Found
A-87014,1987,6.51,26,-72,Found
A-880379,1988,6.51,26,-72,Found
LV 097,2008,6.5,-116.95673,34.48565,Found
LEW 85306,1985,6.5,161.36826,-84.28229,Found
Y-86699,1986,6.5,35.66667,-71.5,Found
LEW 86009,1986,6.5,161.43109,-84.25721,Found
ALHA78223,1978,6.5,159.66667,-76.71667,Found
FRO 90128,1990,6.5,160.44775,-72.956,Found
Y-74187,1974,6.5,35.39722,-71.80417,Found
ALHA77064,1977,6.5,159.66667,-76.71667,Found
ALHA78224,1977,6.5,159.66667,-76.71667,Found
ALHA78241,1978,6.5,159.66667,-76.71667,Found
ALHA81201,1981,6.5,159.33305,-76.68555,Found
ALH 83034,1983,6.5,159.39056,-76.69944,Found
LEW 88576,1988,6.5,161.40761,-84.24623,Found
LEW 88442,1988,6.5,161.39405,-84.24801,Found
LEW 88498,1988,6.5,161.38802,-84.24944,Found
LEW 88448,1988,6.5,161.38765,-84.25072,Found
LEW 88428,1988,6.5,161.38562,-84.24819,Found
EET 90253,1990,6.5,156.55681,-76.26444,Found
PCA 91190,1991,6.5,-68.60506,-85.67932,Found
RKP 92424,1992,6.5,158.37624,-76.22067,Found
QUE 93348,1993,6.5,162.12327,-84.6058,Found
FRO 01072,2001,6.5,160.40389,-72.99,Found
MET 01313,2001,6.5,159.75,-79.68333,Found
GSS 041,2010,6.5,25.498,25.34583,Found
LEW 86428,1986,6.5,161.40605,-84.25511,Found
LEW 86137,1986,6.5,161.4014,-84.2571,Found
EET 90330,1990,6.5,156.46636,-76.2686,Found
QUE 93349,1993,6.5,162.2473,-84.59071,Found
GRA 98073,1998,6.5,-141.5,-86.71667,Found
PCA 91285,1991,6.5,-68.75142,-85.67391,Found
QUE 94359,1994,6.5,168,-84,Found
GRV 051708,2006,6.5,75.31611,-72.77972,Found
EET 90333,1990,6.5,156.45654,-76.26638,Found
EET 90322,1990,6.5,156.45114,-76.27196,Found
EET 90095,1990,6.5,156.44777,-76.27071,Found
EET 90373,1990,6.5,156.43451,-76.26976,Found
PCA 91089,1991,6.5,-68.35081,-85.68778,Found
RKP 92425,1992,6.5,158.37676,-76.22,Found
QUE 93425,1993,6.5,168,-84,Found
QUE 93480,1993,6.5,168,-84,Found
QUE 97583,1997,6.5,168,-84,Found
QUE 97946,1997,6.5,168,-84,Found
LEW 88564,1988,6.5,161.08333,-84.28333,Found
Y-792251,1979,6.5,35.66667,-71.5,Found
A-880090,1988,6.5,26,-72,Found
LEW 86216,1986,6.5,161.35424,-84.2527,Found
Y-794057,1979,6.49,35.66667,-71.5,Found
Y-792573,1979,6.49,35.66667,-71.5,Found
GRV 053825,2006,6.49,75.2701,-72.77932,Found
Y-86089,1986,6.48,35.66667,-71.5,Found
Y-74575,1974,6.48,35.66667,0,Found
GRV 051904,2006,6.48,75.3171,-72.78153,Found
Y-790601,1979,6.48,35.66667,-71.5,Found
Y-86006,1986,6.47,35.66667,-71.5,Found
GRV 052499,2006,6.47,75.30722,-72.77917,Found
Y-791526,1979,6.47,35.66667,-71.5,Found
A-881490,1988,6.47,26,-72,Found
A-881732,1988,6.47,26,-72,Found
GRV 021661,2003,6.46,75.33111,-72.77417,Found
GRV 053642,2006,6.46,75.26944,-72.78389,Found
GRV 022463,2003,6.46,75.32694,-72.77389,Found
Y-75189,1975,6.46,35.66667,-71.5,Found
GRV 022225,2003,6.46,75.32083,-72.77833,Found
Y-792186,1979,6.46,35.66667,-71.5,Found
A-881459,1988,6.46,26,-72,Found
GRV 053824,2006,6.45,75.27,-72.77944,Found
Y-791248,1979,6.45,35.66667,-71.5,Found
LAP 02429,2002,6.45,-70,-86.36667,Found
ALHA77059,1977,6.44,159.66667,-76.71667,Found
Y-791252,1979,6.44,35.66667,-71.5,Found
Y-74206,1974,6.44,35.66667,-71.5,Found
Y-75107,1975,6.44,35.66667,-71.5,Found
Camel Donga 017,1994,6.44,126.5525,-30.022,Found
Y-86356,1986,6.43,35.66667,-71.5,Found
Y-792861,1979,6.43,35.66667,-71.5,Found
Y-75172,1975,6.43,35.66667,-71.5,Found
Y-86001,1986,6.43,35.5,-71.83333,Found
GRV 052044,2006,6.43,75.31806,-72.77833,Found
ALHA77172,1977,6.42,159.66667,-76.71667,Found
ALH 88114,1988,6.42,159.33333,-76.71667,Found
QUE 02113,2002,6.42,168,-84,Found
Y-791518,1979,6.42,35.66667,-71.5,Found
Y-790843,1979,6.42,35.66667,-71.5,Found
Y-86326,1986,6.41,35.66667,-71.5,Found
A-880353,1988,6.41,26,-72,Found
EET 83236,1983,6.4,157.20194,-76.32806,Found
LV 010,1965,6.4,-116.95,34.5,Found
RC 090,1993,6.4,-103.51667,34.28333,Found
Y-74319,1974,6.4,35.66667,-71.5,Found
ALHA77119,1977,6.4,159.66667,-76.71667,Found
ALH 83074,1983,6.4,158.15787,-76.77046,Found
ALH 84152,1984,6.4,156.96088,-76.98859,Found
LEW 86520,1986,6.4,161.42372,-84.25044,Found
PCA 91406,1991,6.4,-69.07431,-85.69465,Found
PCA 91149,1991,6.4,-69.05953,-85.67814,Found
EET 92157,1992,6.4,155.85108,-76.01486,Found
QUE 93613,1993,6.4,168,-84,Found
QUE 93333,1993,6.4,162.61452,-84.57926,Found
MAC 02607,2002,6.4,160.5,-84.21667,Found
ALHA78215,1978,6.4,159.66667,-76.71667,Found
Y-791911,1979,6.4,35.66667,-71.5,Found
LEW 85400,1985,6.4,161.08333,-84.28333,Found
LEW 86439,1986,6.4,161.41538,-84.25579,Found
LEW 88260,1988,6.4,161.45447,-84.24183,Found
LEW 93860,1993,6.4,161.35465,-84.26126,Found
LEW 86105,1986,6.4,161.38016,-84.26032,Found
EET 90909,1990,6.4,156.49748,-76.26825,Found
Y-791014,1979,6.4,35.66667,-71.5,Found
Cardanumbi,1966,6.4,125.68333,-32.1,Found
QUE 93511,1993,6.4,168,-84,Found
QUE 93648,1993,6.4,168,-84,Found
QUE 93120,1993,6.4,162.56921,-84.5758,Found
GRV 020224,2003,6.4,75.20972,-72.98722,Found
LEW 88657,1988,6.4,161.32207,-84.29526,Found
EET 90592,1990,6.4,156.45309,-76.28679,Found
RKP 92428,1992,6.4,158.37601,-76.22055,Found
QUE 93649,1993,6.4,168,-84,Found
MET 00841,2000,6.4,159.75,-79.68333,Found
FRO 90034,1990,6.4,160.45233,-72.95556,Found
QUE 97460,1997,6.4,168,-84,Found
QUE 99276,1999,6.4,168,-84,Found
QUE 99549,1999,6.4,168,-84,Found
QUE 99550,1999,6.4,168,-84,Found
QUE 99587,1999,6.4,168,-84,Found
QUE 99832,1999,6.4,168,-84,Found
QUE 99843,1999,6.4,168,-84,Found
QUE 99844,1999,6.4,168,-84,Found
LAP 02314,2002,6.4,-70,-86.36667,Found
LEW 88586,1988,6.4,161.43067,-84.25191,Found
GRV 050003,2005,6.4,75.203333,-73.094444,Found
Y-792090,1979,6.4,35.66667,-71.5,Found
A-880220,1988,6.4,26,-72,Found
Y-82032,1982,6.39,35.66667,-71.5,Found
Y-794020,1979,6.38,35.66667,-71.5,Found
GRV 022405,2003,6.38,75.33139,-72.77278,Found
GRV 022280,2003,6.38,75.31389,-72.77833,Found
Y-86786,1986,6.38,35.66667,-71.5,Found
Y-792748,1979,6.37,35.66667,-71.5,Found
Y-86746,1986,6.37,35.66667,-71.5,Found
Y-74302,1974,6.37,35.66667,-71.5,Found
Y-74617,1974,6.37,35.66667,0,Found
A-87203,1987,6.37,26,-72,Found
A-880950,1988,6.37,26,-72,Found
Y-791938,1979,6.36,35.66667,-71.5,Found
Y-790643,1979,6.36,35.66667,-71.5,Found
Y-86697,1986,6.35,35.66667,-71.5,Found
MET 00752,2000,6.35,155.75,-79.68333,Found
GRV 022240,2003,6.35,75.31111,-72.77889,Found
Y-790821,1979,6.35,35.66667,-71.5,Found
Y-790777,1979,6.35,35.66667,-71.5,Found
Y-792076,1979,6.35,35.66667,-71.5,Found
Y-792129,1979,6.35,35.66667,-71.5,Found
A-880252,1988,6.35,26,-72,Found
A-880407,1988,6.35,26,-72,Found
Y-75272,1975,6.34,35.66667,-71.5,Found
Y-82204,1982,6.34,35.66667,-71.5,Found
GRV 020219,2003,6.34,75.20639,-72.9925,Found
GRV 050389,2006,6.34,75.29722,-72.93722,Found
Y-793558,1979,6.34,35.66667,-71.5,Found
GRV 022195,2003,6.33,75.30556,-72.78139,Found
Y-75290,1975,6.33,35.66667,-71.5,Found
GRV 022167,2003,6.33,75.30389,-72.78167,Found
LAP 02288,2002,6.33,-70,-86.36667,Found
Y-86216,1986,6.32,35.66667,-71.5,Found
GRV 054481,2006,6.32,75.10028,-72.91611,Found
FRO 03043,2003,6.32,160.51983,-72.95192,Found
Y-791353,1979,6.32,35.66667,-71.5,Found
GRV 020035,2002,6.32,75.20417,-73.10806,Found
A-880699,1988,6.32,26,-72,Found
A-881486,1988,6.32,26,-72,Found
Y-791572,1979,6.31,35.66667,-71.5,Found
Y-791796,1979,6.31,35.66667,-71.5,Found
Y-86345,1986,6.31,35.66667,-71.5,Found
Y-74277,1974,6.31,35.66667,-71.5,Found
Y-82109,1982,6.31,35.66667,-71.5,Found
GRV 050014,2006,6.31,75.17556,-73.10389,Found
Y-8320,1983,6.3,35.66667,-71.5,Found
LEW 86176,1986,6.3,161.40377,-84.25634,Found
FRO 95024,1995,6.3,160.50833,-72.9525,Found
FRO 95007,1995,6.3,160.40361,-72.99056,Found
Y-791259,1979,6.3,35.66667,-71.5,Found
Y-74379,1974,6.3,35.84167,-71.74583,Found
Y-74213,1974,6.3,35.66667,-71.5,Found
ALHA77104,1977,6.3,159.66667,-76.71667,Found
ALHA81165,1981,6.3,159.33645,-76.66205,Found
ALH 83039,1983,6.3,159.3975,-76.69806,Found
ALH 84201,1984,6.3,158.90775,-76.7574,Found
LEW 86068,1986,6.3,161.69165,-84.27369,Found
LEW 87206,1987,6.3,161.72048,-84.27234,Found
LEW 88053,1988,6.3,161.39477,-84.25085,Found
ALH 90412,1990,6.3,156.92231,-77.01668,Found
PCA 91348,1991,6.3,-69.06797,-85.67872,Found
QUE 93189,1993,6.3,162.56794,-84.57573,Found
EET 83299,1983,6.3,157.26917,-76.30361,Found
LEW 86343,1986,6.3,161.68969,-84.27378,Found
ALH 94008,1994,6.3,159.66667,-76.71667,Found
FRO 99009,1999,6.3,160.37833,-72.94639,Found
MET 00420,2000,6.3,155.75,-79.68333,Found
LEW 85369,1985,6.3,161.37695,-84.28137,Found
QUE 99054,1999,6.3,168,-84,Found
Y-74023,1974,6.3,35.66667,-71.5,Found
Y-791374,1979,6.3,35.66667,-71.5,Found
LEW 86048,1986,6.3,161.58335,-84.28484,Found
LEW 87187,1987,6.3,161.71967,-84.27247,Found
LEW 87120,1987,6.3,161.40095,-84.25385,Found
LEW 88245,1988,6.3,161.44783,-84.2335,Found
EET 90320,1990,6.3,156.44383,-76.28592,Found
EET 90814,1990,6.3,156.43985,-76.28735,Found
EET 96118,1996,6.3,157.16667,-76.18333,Found
QUE 97328,1997,6.3,168,-84,Found
QUE 97761,1997,6.3,168,-84,Found
EET 96321,1996,6.3,157.16667,-76.18333,Found
LAP 02432,2002,6.3,-70,-86.36667,Found
QUE 99500,1999,6.3,168,-84,Found
MET 001031,2000,6.3,159.75,-79.68333,Found
A-880037,1988,6.3,26,-72,Found
Y-86096,1986,6.29,35.66667,-71.5,Found
Y-790216,1979,6.29,35.66667,-71.5,Found
Y-792239,1979,6.29,35.66667,-71.5,Found
Y-792261,1979,6.29,35.66667,-71.5,Found
Y-86339,1986,6.28,35.66667,-71.5,Found
Y-792757,1979,6.28,35.66667,-71.5,Found
A-880631,1988,6.28,26,-72,Found
Y-790833,1979,6.27,35.66667,-71.5,Found
Y-791904,1979,6.27,35.66667,-71.5,Found
Y-74515,1974,6.27,35.66667,0,Found
Y-790846,1979,6.27,35.66667,-71.5,Found
A-880240,1988,6.27,26,-72,Found
A-880964,1988,6.27,26,-72,Found
Y-791203,1979,6.26,35.66667,-71.5,Found
ALHA78226,1977,6.26,159.66667,-76.71667,Found
Y-790184,1979,6.26,35.66667,-71.5,Found
Y-82009,1982,6.25,35.66667,-71.5,Found
Y-74298,1974,6.25,35.66667,-71.5,Found
Y-792155,1979,6.25,35.66667,-71.5,Found
Y-790440,1979,6.24,35.66667,-71.5,Found
GRV 020222,2003,6.24,75.209722,-72.987222,Found
Y-75197,1975,6.24,35.66667,-71.5,Found
Y-86014,1986,6.24,35.66667,-71.5,Found
GRV 022152,2003,6.24,75.313611,-72.778889,Found
Y-790127,1979,6.24,35.66667,-71.5,Found
A-880336,1988,6.24,26,-72,Found
Y-791189,1979,6.23,35.66667,-71.5,Found
Y-792578,1979,6.23,35.66667,-71.5,Found
Y-74317,1974,6.23,35.66667,-71.5,Found
Y-792664,1979,6.23,35.66667,-71.5,Found
LAP 02423,2002,6.23,-70,-86.36667,Found
Y-792702,1979,6.22,35.66667,-71.5,Found
Y-86124,1986,6.22,35.66667,-71.5,Found
Y-791254,1979,6.22,35.66667,-71.5,Found
FRO 90132,1990,6.22,160.48444,-72.96002,Found
Y-793467,1979,6.22,35.66667,-71.5,Found
GRV 051744,2006,6.22,75.3175,-72.77833,Found
Y-790776,1979,6.22,35.66667,-71.5,Found
Y-790369,1979,6.21,35.66667,-71.5,Found
EET 90027,1990,6.2,156.42087,-76.27075,Found
ALH 84030,1984,6.2,157.08925,-77.04114,Found
FRO 01033,2001,6.2,160.40194,-72.99028,Found
LEW 88603,1988,6.2,161.3885,-84.26912,Found
ALHA78259,1978,6.2,159.66667,-76.71667,Found
LEW 85416,1985,6.2,161.40726,-84.27746,Found
LEW 86497,1986,6.2,161.64402,-84.27674,Found
LEW 88410,1988,6.2,161.44753,-84.24357,Found
LEW 88138,1988,6.2,161.41124,-84.24551,Found
LEW 88680,1988,6.2,161.39564,-84.27864,Found
QUE 93497,1993,6.2,168,-84,Found
MET 00929,2000,6.2,159.75,-79.68333,Found
Y-74629,1974,6.2,35.66667,0,Found
Y-792933,1979,6.2,35.66667,-71.5,Found
ALH 83024,1983,6.2,158.21255,-76.82106,Found
LEW 86218,1986,6.2,161.36958,-84.25525,Found
LEW 87078,1987,6.2,161.38362,-84.25297,Found
LEW 88050,1988,6.2,161.40393,-84.25092,Found
FRO 90110,1991,6.2,160.48444,-72.95198,Found
PCA 91205,1991,6.2,-68.61062,-85.67594,Found
LEW 93831,1993,6.2,161.68483,-84.27383,Found
QUE 97760,1997,6.2,168,-84,Found
FRO 01169,2001,6.2,160.52222,-72.95278,Found
Bond Springs,1898,6.2,133.83333,-23.5,Found
RdDL 067,2009,6.2,-114.02573,35.65868,Found
QUE 93498,1993,6.2,168,-84,Found
QUE 93647,1993,6.2,168,-84,Found
QUE 94447,1994,6.2,168,-84,Found
GRV 021704,2003,6.2,75.3375,-72.773333,Found
EET 87853,1987,6.2,157.16667,-76.18333,Found
EET 90331,1990,6.2,156.45669,-76.26645,Found
EET 90591,1990,6.2,156.44045,-76.28722,Found
EET 90103,1990,6.2,156.41872,-76.28638,Found
PCA 91260,1991,6.2,-68.42532,-85.56474,Found
EET 92192,1992,6.2,156.03199,-76.02154,Found
FRO 90062,1990,6.2,160.44087,-72.95328,Found
QUE 97156,1997,6.2,168,-84,Found
QUE 99250,1999,6.2,168,-84,Found
QUE 99333,1999,6.2,168,-84,Found
QUE 99530,1999,6.2,168,-84,Found
QUE 99533,1999,6.2,168,-84,Found
QUE 99534,1999,6.2,168,-84,Found
QUE 99629,1999,6.2,168,-84,Found
QUE 99646,1999,6.2,168,-84,Found
QUE 99762,1999,6.2,168,-84,Found
LEW 86334,1986,6.2,161.4175,-84.27145,Found
DaG 876,1998,6.2,16.5,27.5,Found
Y-792260,1979,6.2,35.66667,-71.5,Found
Y-86655,1986,6.2,35.66667,-71.5,Found
Y-790410,1979,6.19,35.66667,-71.5,Found
Y-793404,1979,6.19,35.66667,-71.5,Found
Dho 1619,2007,6.18,54.43995,18.67458,Found
Y-793480,1979,6.18,35.66667,-71.5,Found
Y-790839,1979,6.18,35.66667,-71.5,Found
Y-792089,1979,6.18,35.66667,-71.5,Found
A-880293,1988,6.18,26,-72,Found
Y-82078,1982,6.17,35.66667,-71.5,Found
GRV 020008,2002,6.17,75.20917,-73.09806,Found
ALHA78246,1977,6.17,159.66667,-76.71667,Found
Y-74153,1974,6.17,35.66667,-71.5,Found
GRV 022782,2003,6.17,75.336944,-72.775556,Found
Y-790340,1979,6.16,35.66667,-71.5,Found
Y-86366,1986,6.16,35.66667,-71.5,Found
Y-790653,1979,6.16,35.66667,-71.5,Found
A-880171,1988,6.16,26,-72,Found
Y-791351,1979,6.15,35.66667,-71.5,Found
GRV 99014,2000,6.15,75.2,-73.08333,Found
Y-74223,1974,6.14,35.66667,-71.5,Found
Y-74615,1974,6.14,35.66667,0,Found
Y-793450,1979,6.14,35.66667,-71.5,Found
Y-790635,1979,6.14,35.66667,-71.5,Found
Y-792159,1979,6.14,35.66667,-71.5,Found
Y-792169,1979,6.14,35.66667,-71.5,Found
Gunnadorah 008,1994,6.13,126.34633,-30.48083,Found
A-880275,1988,6.13,26,-72,Found
Y-86698,1986,6.12,35.66667,-71.5,Found
Y-793488,1979,6.12,35.66667,-71.5,Found
Y-790625,1979,6.12,35.66667,-71.5,Found
A-881589,1988,6.12,26,-72,Found
Y-86340,1986,6.11,35.66667,-71.5,Found
GRV 021736,2003,6.11,75.292222,-72.789444,Found
Y-790646,1979,6.11,35.66667,-71.5,Found
MET 00434,2000,6.1,155.75,-79.68333,Found
Y-74031,1974,6.1,35.66667,-71.5,Found
Bluewing 001,2000,6.1,-118.93683,40.2495,Found
Shiï¿½ï¿½r 127,2007,6.1,53.99318,18.25805,Found
FRO 99036,1999,6.1,160.40389,-72.98806,Found
FRO 97060,1997,6.1,160.40444,-72.99278,Found
CyDL 130,2000,6.1,-116.7494,35.06785,Found
Y-792572,1979,6.1,35.66667,-71.5,Found
Y-792574,1979,6.1,35.66667,-71.5,Found
ALHA77161,1977,6.1,159.66667,-76.71667,Found
ALH 83049,1983,6.1,159.38528,-76.69167,Found
LEW 86188,1986,6.1,161.41169,-84.25753,Found
LEW 86513,1986,6.1,161.39023,-84.26714,Found
LEW 88035,1988,6.1,161.40318,-84.25082,Found
LEW 88054,1988,6.1,161.39564,-84.25173,Found
LEW 88573,1988,6.1,161.3836,-84.24958,Found
PCA 91457,1991,6.1,-69.03719,-85.67642,Found
QUE 93579,1993,6.1,168,-84,Found
FRO 93031,1993,6.1,160.40467,-72.98717,Found
QUE 99235,1999,6.1,168,-84,Found
QUE 99236,1999,6.1,168,-84,Found
Ras Tanura,1961,6.1,50.15,26.66667,Fell
LEW 86433,1986,6.1,161.40627,-84.25501,Found
LEW 93829,1993,6.1,161.68738,-84.27386,Found
FRO 95045,1995,6.1,160.51667,-72.95133,Found
LEW 87065,1987,6.1,161.38804,-84.2533,Found
QUE 93543,1993,6.1,168,-84,Found
Apex,1938,6.1,-105.2,39.75,Found
LEW 88396,1988,6.1,161.46329,-84.23824,Found
LEW 88031,1988,6.1,161.41893,-84.2437,Found
EET 90915,1990,6.1,156.49893,-76.26869,Found
EET 90811,1990,6.1,156.4618,-76.2826,Found
EET 90801,1990,6.1,156.43946,-76.28739,Found
EET 90557,1990,6.1,156.4342,-76.28115,Found
PCA 91304,1991,6.1,-68.94321,-85.6899,Found
QUE 94561,1994,6.1,168,-84,Found
ALH 94019,1994,6.1,159.66667,-76.71667,Found
QUE 97633,1997,6.1,168,-84,Found
FRO 03090,2004,6.1,160.389,-72.99503,Found
QUE 97629,1997,6.1,168,-84,Found
QUE 99168,1999,6.1,168,-84,Found
QUE 99508,1999,6.1,168,-84,Found
QUE 99738,1999,6.1,168,-84,Found
QUE 99888,1999,6.1,168,-84,Found
QUE 93542,1993,6.1,168,-84,Found
Dho 1668,2011,6.1,54.148,18.322,Found
Y-792810,1979,6.09,35.66667,-71.5,Found
Y-86336,1986,6.09,35.66667,-71.5,Found
Y-790733,1979,6.09,35.66667,-71.5,Found
A-880145,1988,6.09,26,-72,Found
Y-790032,1979,6.08,35.66667,-71.5,Found
Y-792906,1979,6.08,35.66667,-71.5,Found
Y-793349,1979,6.08,35.66667,-71.5,Found
Y-792566,1979,6.08,35.66667,-71.5,Found
Y-791779,1979,6.08,35.66667,-71.5,Found
GRV 022412,2003,6.08,75.316389,-72.776389,Found
A-881308,1988,6.08,26,-72,Found
GRO 95608,1995,6.08,175,-85.66667,Found
Y-8432,1984,6.07,35.66667,-71.5,Found
Y-792917,1979,6.07,35.66667,-71.5,Found
Y-793169,1979,6.07,35.66667,-71.5,Found
Y-8443,1984,6.06,35.66667,-71.5,Found
GRV 051616,2006,6.06,75.31389,-72.93778,Found
GRV 050395,2006,6.06,75.205,-73.00139,Found
Y-790634,1979,6.06,35.66667,-71.5,Found
Y-86048,1986,6.05,35.66667,-71.5,Found
Y-793473,1979,6.05,35.66667,-71.5,Found
Y-8458,1984,6.05,35.66667,-71.5,Found
Y-793550,1979,6.05,35.66667,-71.5,Found
LAP 02425,2002,6.05,-70,-86.36667,Found
GRV 020095,2003,6.05,75.20667,-72.99528,Found
Y-790654,1979,6.05,35.66667,-71.5,Found
Sleeper Camp 006,1992,6.04,126.40433,-30.16667,Found
ALHA78254,1977,6.04,159.66667,-76.71667,Found
QUE 02173,2002,6.04,168,-84,Found
Y-75174,1975,6.04,35.66667,-71.5,Found
Y-792152,1979,6.04,35.66667,-71.5,Found
A-880028,1988,6.04,26,-72,Found
A-881781,1988,6.04,26,-72,Found
Y-793405,1979,6.03,35.66667,-71.5,Found
Y-74443,1974,6.03,35.66667,-71.5,Found
ALH 88115,1988,6.03,159.33333,-76.71667,Found
A-87253,1987,6.03,26,-72,Found
Y-74019,1974,6.02,35.66667,-71.5,Found
Y-86221,1986,6.02,35.66667,-71.5,Found
ALH 88112,1988,6.02,159.33333,-76.71667,Found
MAC 02489,2002,6.02,160.5,-84.21667,Found
Y-790125,1979,6.02,35.66667,-71.5,Found
Y-74619,1974,6.01,35.66667,0,Found
Y-81071,1981,6.01,35.66667,-71.5,Found
GRV 021933,2003,6.01,75.319167,-72.776389,Found
Y-792176,1979,6.01,35.66667,-71.5,Found
EET 99437,1999,6,157.16667,-76.18333,Found
ALH 84235,1984,6,158.76483,-76.75174,Found
NWA 4271,2003,6,-7.83333,27.95,Found
ALH 06005,2006,6,158.77838,-76.70522,Found
Forrest 029,1992,6,127.93917,-30.7315,Found
Y-86207,1986,6,35.66667,-71.5,Found
Y-86334,1986,6,35.66667,-71.5,Found
RdDL 063,2006,6,-114.08333,35.63333,Found
ALHA81263,1981,6,159.33778,-76.69805,Found
LEW 88716,1988,6,161.5467,-84.23302,Found
LEW 88274,1988,6,161.48049,-84.23873,Found
LEW 88579,1988,6,161.39646,-84.24937,Found
LEW 88727,1988,6,161.36788,-84.28093,Found
PCA 91408,1991,6,-69.09803,-85.69025,Found
QUE 93387,1993,6,168,-84,Found
QUE 93388,1993,6,168,-84,Found
QUE 93319,1993,6,162.50019,-84.57335,Found
DaG 825,2000,6,16.43717,26.98683,Found
RdDL 064,2006,6,-114.09,35.64133,Found
Caleta el Cobre 018,2010,6,-70.51667,-24.25,Found
Y-74561,1974,6,35.66667,0,Found
Y-82129,1982,6,35.66667,-71.5,Found
LEW 88583,1988,6,161.40339,-84.24968,Found
PCA 91246,1991,6,-68.75661,-85.68029,Found
QUE 93320,1993,6,162.18738,-84.59988,Found
FRO 97020,1997,6,160.45917,-72.95167,Found
SaU 315,2004,6,57.315,21.01333,Found
JaH 522,2008,6,55.18148,19.5317,Found
JaH 524,2008,6,55.17975,19.53122,Found
